ProductName,CategoryID,SupplierID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
Producto Prueba 90434,4,5,12 - 500 g pkgs,347.13,232,12,8,false
Producto Prueba 90435,2,1,,114.93,112,11,25,false
Producto Prueba 90436,1,7,24 - 200 g pkgs,301.32,142,16,30,false
Producto Prueba 90437,3,9,,245.9,14,3,5,false
Producto Prueba 90438,2,6,12 - 500 g pkgs,313.73,248,49,2,false
Producto Prueba 90439,5,8,24 - 200 g pkgs,382.54,6,47,26,false
Producto Prueba 90440,8,5,,292.04,80,25,18,false
Producto Prueba 90441,8,2,10 unidades,285.5,162,40,9,false
Producto Prueba 90442,5,9,paquete x 5,330.56,290,17,29,false
Producto Prueba 90443,7,8,10 unidades,258.33,143,35,20,false
Producto Prueba 90444,8,1,12 - 500 g pkgs,183.45,299,31,25,false
Producto Prueba 90445,7,10,paquete x 5,128.94,79,1,22,false
Producto Prueba 90446,6,6,12 - 500 g pkgs,107.33,103,26,27,false
Producto Prueba 90447,3,9,,313.44,189,28,3,false
Producto Prueba 90448,2,7,caja x 20,274.37,62,7,5,false
Producto Prueba 90449,2,,paquete x 5,55.88,52,45,21,false
Producto Prueba 90450,8,2,paquete x 5,325.28,270,5,19,true
Producto Prueba 90451,5,4,,348.82,150,35,18,false
Producto Prueba 90452,7,2,12 - 500 g pkgs,11.97,24,45,27,false
Producto Prueba 90453,7,3,12 - 500 g pkgs,207.49,89,37,16,false
Producto Prueba 90454,6,5,24 - 200 g pkgs,56.86,267,48,20,false
Producto Prueba 90455,7,4,10 unidades,53.34,288,4,22,false
Producto Prueba 90456,8,4,caja x 20,464.01,247,16,19,false
Producto Prueba 90457,6,1,caja x 20,217.86,30,3,0,false
Producto Prueba 90458,3,3,caja x 20,444.14,64,21,6,false
Producto Prueba 90459,3,,12 - 500 g pkgs,458.34,37,14,12,false
Producto Prueba 90460,4,10,12 - 500 g pkgs,460.21,237,23,22,false
Producto Prueba 90461,8,10,12 - 500 g pkgs,498.39,222,44,8,false
Producto Prueba 90462,6,3,12 - 500 g pkgs,100.74,131,44,1,false
Producto Prueba 90463,4,1,,365.69,20,18,23,false
Producto Prueba 90464,4,4,,161.81,212,21,14,false
Producto Prueba 90465,5,1,,29.51,97,49,13,false
Producto Prueba 90466,2,8,12 - 500 g pkgs,473.39,192,26,14,false
Producto Prueba 90467,2,6,12 - 500 g pkgs,79.82,110,32,6,false
Producto Prueba 90468,6,9,24 - 200 g pkgs,480.55,17,26,16,false
Producto Prueba 90469,2,3,paquete x 5,245.29,55,25,14,false
Producto Prueba 90470,7,8,,57.54,109,31,14,false
Producto Prueba 90471,5,6,paquete x 5,442.51,52,34,15,false
Producto Prueba 90472,8,1,10 unidades,315.7,238,48,18,false
Producto Prueba 90473,8,9,24 - 200 g pkgs,192.06,89,9,11,false
Producto Prueba 90474,6,6,caja x 20,279.18,218,46,27,false
Producto Prueba 90475,4,1,caja x 20,434.07,91,46,28,false
Producto Prueba 90476,5,4,paquete x 5,125.37,127,20,12,true
Producto Prueba 90477,2,10,10 unidades,446.9,120,32,19,false
Producto Prueba 90478,8,2,24 - 200 g pkgs,8.57,188,29,2,false
Producto Prueba 90479,2,1,paquete x 5,290.48,118,40,23,false
Producto Prueba 90480,3,8,paquete x 5,290.29,167,28,27,false
Producto Prueba 90481,4,7,paquete x 5,20.87,40,29,13,false
Producto Prueba 90482,4,7,10 unidades,302.79,85,41,1,false
Producto Prueba 90483,6,6,12 - 500 g pkgs,257.51,284,2,19,false
Producto Prueba 90484,7,10,paquete x 5,296.87,160,39,22,false
Producto Prueba 90485,3,9,10 unidades,443.68,218,25,16,false
Producto Prueba 90486,8,5,24 - 200 g pkgs,168.0,276,3,10,false
Producto Prueba 90487,2,2,10 unidades,88.01,147,25,7,false
Producto Prueba 90488,7,9,24 - 200 g pkgs,335.57,206,20,5,false
Producto Prueba 90489,1,3,caja x 20,181.93,148,23,16,false
Producto Prueba 90490,1,1,10 unidades,373.95,243,30,13,false
Producto Prueba 90491,5,2,12 - 500 g pkgs,419.69,47,47,14,false
Producto Prueba 90492,1,5,12 - 500 g pkgs,14.73,115,12,6,false
Producto Prueba 90493,2,10,paquete x 5,277.6,43,15,22,false
Producto Prueba 90494,4,2,24 - 200 g pkgs,347.17,90,19,13,false
Producto Prueba 90495,6,1,10 unidades,431.63,254,18,5,false
Producto Prueba 90496,7,6,caja x 20,330.73,56,8,27,false
Producto Prueba 90497,3,5,caja x 20,495.0,179,48,18,false
Producto Prueba 90498,8,2,12 - 500 g pkgs,217.67,185,15,15,false
Producto Prueba 90499,4,4,caja x 20,271.08,148,36,25,false
Producto Prueba 90500,8,2,paquete x 5,134.0,263,44,30,true
Producto Prueba 90501,8,5,24 - 200 g pkgs,260.41,161,6,15,false
Producto Prueba 90502,5,9,paquete x 5,460.75,169,44,18,false
Producto Prueba 90503,8,2,,466.36,295,42,6,false
Producto Prueba 90504,5,2,12 - 500 g pkgs,79.84,77,21,11,false
Producto Prueba 90505,8,3,12 - 500 g pkgs,268.1,61,46,22,false
Producto Prueba 90506,1,2,24 - 200 g pkgs,402.75,135,30,20,false
Producto Prueba 90507,5,7,caja x 20,246.76,282,19,17,false
Producto Prueba 90508,7,1,12 - 500 g pkgs,135.25,23,14,22,false
Producto Prueba 90509,3,8,caja x 20,410.6,22,10,4,false
Producto Prueba 90510,1,9,24 - 200 g pkgs,162.85,133,5,28,false
Producto Prueba 90511,8,6,24 - 200 g pkgs,280.21,52,35,15,false
Producto Prueba 90512,2,7,caja x 20,156.31,51,12,5,false
Producto Prueba 90513,6,4,12 - 500 g pkgs,148.37,282,19,9,false
Producto Prueba 90514,6,6,12 - 500 g pkgs,98.25,167,40,19,false
Producto Prueba 90515,8,8,,207.01,31,50,3,false
Producto Prueba 90516,4,4,paquete x 5,115.55,241,41,19,false
Producto Prueba 90517,6,2,10 unidades,344.72,136,26,9,false
Producto Prueba 90518,1,2,12 - 500 g pkgs,236.15,214,46,14,false
Producto Prueba 90519,4,2,,297.85,0,30,29,false
Producto Prueba 90520,8,2,caja x 20,441.37,203,35,28,false
Producto Prueba 90521,8,7,10 unidades,299.67,263,32,0,false
Producto Prueba 90522,3,8,paquete x 5,136.68,233,17,25,false
Producto Prueba 90523,7,2,12 - 500 g pkgs,40.9,161,46,1,false
Producto Prueba 90524,1,7,24 - 200 g pkgs,451.41,120,41,27,false
Producto Prueba 90525,6,9,,193.94,129,3,22,false
Producto Prueba 90526,2,3,10 unidades,231.78,197,6,5,false
Producto Prueba 90527,6,9,,117.52,285,24,15,false
Producto Prueba 90528,5,7,caja x 20,430.65,139,48,3,false
Producto Prueba 90529,2,3,12 - 500 g pkgs,325.08,186,48,26,false
Producto Prueba 90530,7,2,paquete x 5,196.68,163,34,1,false
Producto Prueba 90531,3,,24 - 200 g pkgs,213.64,163,10,6,false
Producto Prueba 90532,1,7,12 - 500 g pkgs,225.12,136,22,24,false
Producto Prueba 90533,8,7,paquete x 5,308.52,31,28,23,false
Producto Prueba 90534,1,1,24 - 200 g pkgs,386.51,9,49,23,false
Producto Prueba 90535,5,5,,32.65,78,43,12,false
Producto Prueba 90536,5,8,24 - 200 g pkgs,195.85,166,25,14,false
Producto Prueba 90537,4,7,caja x 20,396.04,26,21,20,false
Producto Prueba 90538,8,6,12 - 500 g pkgs,255.1,162,47,29,false
Producto Prueba 90539,4,10,10 unidades,384.52,12,26,10,false
Producto Prueba 90540,5,4,12 - 500 g pkgs,197.44,276,40,19,false
Producto Prueba 90541,6,10,,250.13,207,39,27,false
Producto Prueba 90542,6,3,10 unidades,125.95,149,9,5,false
Producto Prueba 90543,3,6,24 - 200 g pkgs,406.75,119,11,24,false
Producto Prueba 90544,5,6,caja x 20,367.77,144,8,13,false
Producto Prueba 90545,7,1,caja x 20,55.82,235,2,11,false
Producto Prueba 90546,7,3,24 - 200 g pkgs,330.35,211,30,2,false
Producto Prueba 90547,4,5,12 - 500 g pkgs,402.2,242,7,9,false
Producto Prueba 90548,1,1,paquete x 5,356.66,276,16,2,false
Producto Prueba 90549,7,9,12 - 500 g pkgs,466.32,210,8,1,false
Producto Prueba 90550,1,6,12 - 500 g pkgs,21.57,234,17,5,false
Producto Prueba 90551,1,10,paquete x 5,339.17,39,31,5,true
Producto Prueba 90552,1,2,,178.03,19,48,28,false
Producto Prueba 90553,3,2,paquete x 5,274.68,31,26,10,false
Producto Prueba 90554,1,2,24 - 200 g pkgs,199.22,43,35,1,false
Producto Prueba 90555,5,10,,336.36,291,37,8,false
Producto Prueba 90556,7,2,,378.59,238,23,13,false
Producto Prueba 90557,8,10,10 unidades,49.88,135,12,18,false
Producto Prueba 90558,2,5,24 - 200 g pkgs,20.05,234,42,1,false
Producto Prueba 90559,1,6,caja x 20,425.78,144,11,17,false
Producto Prueba 90560,6,4,12 - 500 g pkgs,260.06,61,6,20,false
Producto Prueba 90561,2,,12 - 500 g pkgs,355.18,36,45,15,false
Producto Prueba 90562,2,8,10 unidades,337.24,236,37,6,false
Producto Prueba 90563,1,,paquete x 5,162.4,117,20,25,false
Producto Prueba 90564,3,2,12 - 500 g pkgs,238.62,299,34,7,false
Producto Prueba 90565,1,,12 - 500 g pkgs,145.22,189,26,19,false
Producto Prueba 90566,8,7,paquete x 5,174.12,102,21,28,false
Producto Prueba 90567,2,8,12 - 500 g pkgs,138.05,105,29,24,false
Producto Prueba 90568,6,1,12 - 500 g pkgs,405.54,40,43,29,false
Producto Prueba 90569,4,1,12 - 500 g pkgs,68.29,159,37,14,false
Producto Prueba 90570,4,1,paquete x 5,367.93,218,0,9,false
Producto Prueba 90571,8,9,24 - 200 g pkgs,457.89,179,1,25,false
Producto Prueba 90572,5,4,24 - 200 g pkgs,1.7,6,24,18,false
Producto Prueba 90573,2,2,paquete x 5,202.32,23,3,20,false
Producto Prueba 90574,6,5,10 unidades,24.04,58,32,18,false
Producto Prueba 90575,2,6,caja x 20,25.55,39,1,23,false
Producto Prueba 90576,7,3,caja x 20,434.69,124,43,18,false
Producto Prueba 90577,4,,10 unidades,59.47,225,45,7,false
Producto Prueba 90578,6,6,10 unidades,488.86,5,31,17,false
Producto Prueba 90579,7,3,caja x 20,199.3,40,21,25,false
Producto Prueba 90580,4,4,24 - 200 g pkgs,325.43,256,8,6,false
Producto Prueba 90581,5,10,12 - 500 g pkgs,263.83,20,43,10,false
Producto Prueba 90582,7,4,caja x 20,488.63,245,39,4,false
Producto Prueba 90583,6,9,paquete x 5,285.16,146,39,13,true
Producto Prueba 90584,8,9,paquete x 5,143.51,139,42,9,false
Producto Prueba 90585,6,3,24 - 200 g pkgs,305.6,273,0,27,false
Producto Prueba 90586,6,7,paquete x 5,97.21,284,38,18,false
Producto Prueba 90587,4,1,12 - 500 g pkgs,362.83,169,9,23,false
Producto Prueba 90588,4,1,paquete x 5,91.61,100,7,12,false
Producto Prueba 90589,6,1,24 - 200 g pkgs,483.7,275,16,28,false
Producto Prueba 90590,8,4,12 - 500 g pkgs,321.19,269,15,21,false
Producto Prueba 90591,5,8,paquete x 5,123.29,51,46,28,false
Producto Prueba 90592,3,4,paquete x 5,98.94,219,6,23,false
Producto Prueba 90593,8,8,caja x 20,18.71,41,38,29,false
Producto Prueba 90594,7,6,paquete x 5,395.37,29,31,5,false
Producto Prueba 90595,5,10,caja x 20,461.63,225,43,28,false
Producto Prueba 90596,7,10,caja x 20,323.63,191,16,17,false
Producto Prueba 90597,7,7,caja x 20,89.84,228,28,29,false
Producto Prueba 90598,8,9,,122.62,191,10,30,false
Producto Prueba 90599,4,1,12 - 500 g pkgs,240.36,82,16,13,false
Producto Prueba 90600,7,1,caja x 20,402.77,73,25,30,false
Producto Prueba 90601,8,,24 - 200 g pkgs,459.28,71,29,9,false
Producto Prueba 90602,7,2,10 unidades,321.53,297,41,30,false
Producto Prueba 90603,5,10,caja x 20,472.54,84,43,12,false
Producto Prueba 90604,1,8,10 unidades,495.74,185,12,7,false
Producto Prueba 90605,3,9,caja x 20,133.51,287,47,3,false
Producto Prueba 90606,2,9,24 - 200 g pkgs,232.59,224,38,30,false
Producto Prueba 90607,2,,,167.25,251,43,26,false
Producto Prueba 90608,3,10,10 unidades,170.42,77,48,24,false
Producto Prueba 90609,4,2,12 - 500 g pkgs,94.22,30,49,17,false
Producto Prueba 90610,3,2,caja x 20,323.78,46,50,22,false
Producto Prueba 90611,7,9,24 - 200 g pkgs,279.65,195,47,8,false
Producto Prueba 90612,8,9,caja x 20,397.95,44,40,15,false
Producto Prueba 90613,1,8,paquete x 5,343.34,298,15,4,false
Producto Prueba 90614,6,4,12 - 500 g pkgs,54.87,150,42,14,false
Producto Prueba 90615,6,10,caja x 20,213.6,215,39,3,false
Producto Prueba 90616,6,6,caja x 20,456.25,47,18,3,false
Producto Prueba 90617,1,6,paquete x 5,129.49,295,5,2,false
Producto Prueba 90618,8,5,24 - 200 g pkgs,163.68,267,37,29,false
Producto Prueba 90619,8,9,paquete x 5,259.5,166,9,4,false
Producto Prueba 90620,6,10,paquete x 5,127.21,29,42,15,false
Producto Prueba 90621,5,3,12 - 500 g pkgs,12.85,271,17,0,false
Producto Prueba 90622,1,5,10 unidades,184.87,36,13,3,false
Producto Prueba 90623,2,10,,452.85,138,47,14,false
Producto Prueba 90624,2,7,paquete x 5,129.17,23,33,6,false
Producto Prueba 90625,1,8,caja x 20,184.04,277,5,12,false
Producto Prueba 90626,1,3,caja x 20,119.09,96,22,24,false
Producto Prueba 90627,7,7,paquete x 5,3.13,17,32,26,false
Producto Prueba 90628,5,2,paquete x 5,236.2,287,18,4,false
Producto Prueba 90629,5,6,paquete x 5,493.32,45,46,11,false
Producto Prueba 90630,3,4,,197.27,61,8,28,false
Producto Prueba 90631,4,7,,439.84,76,35,23,false
Producto Prueba 90632,3,5,caja x 20,343.87,59,33,23,false
Producto Prueba 90633,2,3,,367.48,227,5,12,false
Producto Prueba 90634,2,4,24 - 200 g pkgs,371.68,128,37,0,false
Producto Prueba 90635,3,8,12 - 500 g pkgs,45.36,163,12,8,false
Producto Prueba 90636,8,5,24 - 200 g pkgs,62.02,21,15,3,false
Producto Prueba 90637,4,9,caja x 20,95.97,288,44,24,false
Producto Prueba 90638,3,7,paquete x 5,135.8,246,28,19,false
Producto Prueba 90639,5,,10 unidades,142.47,132,32,0,false
Producto Prueba 90640,2,5,caja x 20,364.76,9,14,11,false
Producto Prueba 90641,7,9,,97.0,109,6,9,false
Producto Prueba 90642,3,6,24 - 200 g pkgs,10.55,217,46,21,false
Producto Prueba 90643,7,1,10 unidades,116.08,296,26,1,false
Producto Prueba 90644,7,10,,123.35,115,39,21,false
Producto Prueba 90645,8,10,caja x 20,191.44,59,25,14,false
Producto Prueba 90646,7,9,12 - 500 g pkgs,46.98,34,24,21,false
Producto Prueba 90647,6,2,10 unidades,125.79,137,50,27,false
Producto Prueba 90648,1,4,caja x 20,404.54,186,0,25,false
Producto Prueba 90649,1,9,caja x 20,31.11,84,20,13,false
Producto Prueba 90650,5,1,10 unidades,165.15,196,19,6,false
Producto Prueba 90651,8,3,12 - 500 g pkgs,269.09,192,25,15,false
Producto Prueba 90652,2,4,10 unidades,369.7,190,22,19,false
Producto Prueba 90653,8,4,caja x 20,153.1,95,27,5,false
Producto Prueba 90654,6,2,caja x 20,341.12,254,47,11,false
Producto Prueba 90655,2,5,24 - 200 g pkgs,55.49,236,44,6,false
Producto Prueba 90656,3,1,paquete x 5,197.17,120,37,8,false
Producto Prueba 90657,8,5,caja x 20,157.34,210,5,2,false
Producto Prueba 90658,2,2,,14.46,270,8,15,false
Producto Prueba 90659,6,5,12 - 500 g pkgs,363.07,28,16,6,false
Producto Prueba 90660,2,4,caja x 20,192.24,192,49,29,false
Producto Prueba 90661,6,4,24 - 200 g pkgs,421.58,234,9,12,false
Producto Prueba 90662,3,7,12 - 500 g pkgs,187.97,203,38,3,false
Producto Prueba 90663,2,7,paquete x 5,466.49,260,9,28,false
Producto Prueba 90664,2,6,paquete x 5,463.55,162,14,9,false
Producto Prueba 90665,2,3,10 unidades,138.71,286,29,10,false
Producto Prueba 90666,7,4,caja x 20,392.11,158,21,23,false
Producto Prueba 90667,8,,,460.13,157,13,1,false
Producto Prueba 90668,7,5,24 - 200 g pkgs,56.21,88,14,17,false
Producto Prueba 90669,6,5,12 - 500 g pkgs,8.57,131,16,1,false
Producto Prueba 90670,4,9,24 - 200 g pkgs,377.61,283,31,24,false
Producto Prueba 90671,3,9,12 - 500 g pkgs,377.15,122,1,23,false
Producto Prueba 90672,4,3,,452.34,28,32,16,true
Producto Prueba 90673,5,7,,399.31,196,18,7,false
Producto Prueba 90674,3,,,304.04,211,29,1,false
Producto Prueba 90675,4,5,paquete x 5,63.9,131,23,1,true
Producto Prueba 90676,6,9,10 unidades,179.74,69,23,28,false
Producto Prueba 90677,6,4,caja x 20,408.83,232,16,11,false
Producto Prueba 90678,6,6,12 - 500 g pkgs,337.0,266,9,22,false
Producto Prueba 90679,1,4,24 - 200 g pkgs,64.16,220,6,30,false
Producto Prueba 90680,2,,12 - 500 g pkgs,217.14,0,45,3,false
Producto Prueba 90681,5,9,,411.43,213,9,9,false
Producto Prueba 90682,7,8,12 - 500 g pkgs,59.8,237,21,19,false
Producto Prueba 90683,2,7,caja x 20,320.3,21,23,15,false
Producto Prueba 90684,4,6,12 - 500 g pkgs,70.58,205,43,13,false
Producto Prueba 90685,5,6,10 unidades,344.56,190,0,5,false
Producto Prueba 90686,8,4,caja x 20,446.78,21,21,30,false
Producto Prueba 90687,6,7,,412.42,292,12,7,false
Producto Prueba 90688,3,,12 - 500 g pkgs,136.78,247,40,4,false
Producto Prueba 90689,7,7,10 unidades,52.36,229,15,7,false
Producto Prueba 90690,3,6,paquete x 5,372.33,167,29,22,false
Producto Prueba 90691,4,6,10 unidades,110.7,167,38,13,false
Producto Prueba 90692,3,1,paquete x 5,310.02,143,26,27,false
Producto Prueba 90693,5,10,12 - 500 g pkgs,246.99,156,22,12,false
Producto Prueba 90694,1,5,24 - 200 g pkgs,49.07,295,40,6,false
Producto Prueba 90695,3,3,10 unidades,407.95,53,13,26,false
Producto Prueba 90696,8,5,10 unidades,232.48,159,29,2,false
Producto Prueba 90697,7,1,caja x 20,356.13,102,26,25,false
Producto Prueba 90698,2,1,paquete x 5,269.68,29,28,20,false
Producto Prueba 90699,5,7,10 unidades,129.67,295,47,5,false
Producto Prueba 90700,6,4,24 - 200 g pkgs,446.98,197,3,18,false
Producto Prueba 90701,3,9,,270.88,139,42,22,false
Producto Prueba 90702,8,6,10 unidades,44.6,122,7,5,false
Producto Prueba 90703,6,8,12 - 500 g pkgs,7.27,213,16,28,false
Producto Prueba 90704,3,9,paquete x 5,413.2,291,27,3,false
Producto Prueba 90705,5,8,24 - 200 g pkgs,56.46,4,23,30,false
Producto Prueba 90706,4,10,caja x 20,99.33,41,23,24,false
Producto Prueba 90707,8,5,12 - 500 g pkgs,439.32,229,13,18,false
Producto Prueba 90708,2,5,caja x 20,127.6,100,13,13,false
Producto Prueba 90709,1,4,caja x 20,304.98,164,1,1,false
Producto Prueba 90710,6,,10 unidades,172.64,160,28,18,false
Producto Prueba 90711,6,7,10 unidades,308.99,269,27,29,false
Producto Prueba 90712,4,10,12 - 500 g pkgs,352.74,284,24,2,false
Producto Prueba 90713,1,1,,199.11,42,38,30,false
Producto Prueba 90714,5,2,12 - 500 g pkgs,316.88,101,35,20,false
Producto Prueba 90715,3,6,12 - 500 g pkgs,415.24,293,15,22,false
Producto Prueba 90716,5,7,12 - 500 g pkgs,383.48,219,26,9,false
Producto Prueba 90717,1,8,,214.18,225,32,7,false
Producto Prueba 90718,7,5,24 - 200 g pkgs,337.39,237,29,17,false
Producto Prueba 90719,4,2,caja x 20,149.87,158,6,5,false
Producto Prueba 90720,6,3,caja x 20,476.7,253,25,13,false
Producto Prueba 90721,1,5,24 - 200 g pkgs,202.69,37,8,0,false
Producto Prueba 90722,5,7,paquete x 5,99.65,193,45,9,false
Producto Prueba 90723,3,5,paquete x 5,235.89,102,33,13,false
Producto Prueba 90724,1,1,12 - 500 g pkgs,302.21,76,10,26,true
Producto Prueba 90725,7,2,24 - 200 g pkgs,483.23,173,27,1,false
Producto Prueba 90726,2,4,paquete x 5,127.81,119,18,5,false
Producto Prueba 90727,8,10,24 - 200 g pkgs,440.27,130,15,6,false
Producto Prueba 90728,3,2,10 unidades,392.6,208,25,21,false
Producto Prueba 90729,1,6,12 - 500 g pkgs,208.94,151,12,11,false
Producto Prueba 90730,5,2,12 - 500 g pkgs,461.24,280,24,4,false
Producto Prueba 90731,8,8,10 unidades,477.56,258,34,19,false
Producto Prueba 90732,1,3,,84.52,278,41,9,false
Producto Prueba 90733,8,8,paquete x 5,303.69,62,1,22,true
Producto Prueba 90734,6,5,24 - 200 g pkgs,33.84,295,36,8,false
Producto Prueba 90735,1,5,10 unidades,4.27,222,34,21,false
Producto Prueba 90736,5,9,12 - 500 g pkgs,140.24,256,41,14,false
Producto Prueba 90737,5,3,24 - 200 g pkgs,99.61,300,3,26,false
Producto Prueba 90738,2,9,paquete x 5,170.36,216,21,5,false
Producto Prueba 90739,5,9,paquete x 5,16.02,210,7,27,false
Producto Prueba 90740,3,,caja x 20,446.76,199,45,28,false
Producto Prueba 90741,2,7,,149.72,150,25,27,false
Producto Prueba 90742,2,8,caja x 20,388.48,179,3,21,false
Producto Prueba 90743,3,5,12 - 500 g pkgs,337.68,195,1,5,false
Producto Prueba 90744,8,8,24 - 200 g pkgs,482.11,280,43,5,false
Producto Prueba 90745,8,8,caja x 20,213.95,255,17,17,false
Producto Prueba 90746,4,10,paquete x 5,313.02,226,29,27,false
Producto Prueba 90747,4,10,caja x 20,35.92,56,13,27,false
Producto Prueba 90748,7,8,paquete x 5,345.16,217,20,25,false
Producto Prueba 90749,8,,12 - 500 g pkgs,119.2,186,1,26,false
Producto Prueba 90750,1,2,paquete x 5,161.05,121,39,28,false
Producto Prueba 90751,3,6,24 - 200 g pkgs,61.06,131,29,14,false
Producto Prueba 90752,5,7,10 unidades,29.47,150,32,14,false
Producto Prueba 90753,7,8,24 - 200 g pkgs,490.19,71,46,1,false
Producto Prueba 90754,6,3,10 unidades,282.06,21,38,11,false
Producto Prueba 90755,8,8,24 - 200 g pkgs,334.73,11,31,13,false
Producto Prueba 90756,4,10,paquete x 5,301.88,196,44,21,false
Producto Prueba 90757,2,6,caja x 20,9.66,122,36,27,false
Producto Prueba 90758,7,3,24 - 200 g pkgs,342.85,296,13,9,false
Producto Prueba 90759,6,6,12 - 500 g pkgs,66.09,68,1,7,true
Producto Prueba 90760,4,4,24 - 200 g pkgs,148.0,174,15,2,false
Producto Prueba 90761,2,7,10 unidades,206.47,62,37,18,false
Producto Prueba 90762,4,2,24 - 200 g pkgs,171.95,97,30,7,false
Producto Prueba 90763,6,1,,235.01,217,49,21,false
Producto Prueba 90764,8,4,caja x 20,49.93,14,5,23,false
Producto Prueba 90765,7,3,24 - 200 g pkgs,455.31,184,12,20,false
Producto Prueba 90766,7,3,,251.47,215,39,18,true
Producto Prueba 90767,6,1,24 - 200 g pkgs,453.7,213,30,20,false
Producto Prueba 90768,7,5,paquete x 5,394.5,275,13,12,false
Producto Prueba 90769,5,10,12 - 500 g pkgs,442.9,117,1,19,false
Producto Prueba 90770,1,5,,163.53,232,23,16,false
Producto Prueba 90771,3,3,10 unidades,354.29,294,11,26,false
Producto Prueba 90772,1,9,caja x 20,3.72,246,44,14,false
Producto Prueba 90773,2,2,,493.86,13,9,18,false
Producto Prueba 90774,6,1,24 - 200 g pkgs,72.63,297,35,0,false
Producto Prueba 90775,6,3,caja x 20,96.68,242,49,12,false
Producto Prueba 90776,4,4,paquete x 5,124.45,49,50,28,false
Producto Prueba 90777,6,3,10 unidades,365.59,107,34,7,false
Producto Prueba 90778,1,9,10 unidades,305.66,68,0,26,false
Producto Prueba 90779,3,3,paquete x 5,21.62,256,18,24,false
Producto Prueba 90780,6,9,10 unidades,94.48,246,31,5,false
Producto Prueba 90781,2,10,24 - 200 g pkgs,94.44,214,2,11,false
Producto Prueba 90782,1,3,24 - 200 g pkgs,487.18,28,25,30,false
Producto Prueba 90783,5,4,caja x 20,389.5,209,1,18,false
Producto Prueba 90784,6,10,paquete x 5,308.59,246,32,14,false
Producto Prueba 90785,5,9,24 - 200 g pkgs,293.7,185,23,12,false
Producto Prueba 90786,3,9,paquete x 5,252.02,297,17,9,false
Producto Prueba 90787,8,9,24 - 200 g pkgs,267.61,114,13,2,false
Producto Prueba 90788,1,6,paquete x 5,168.17,231,22,29,false
